,sentence,polarity
6880,Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,1
6881,"My last night in Vegas and after a week of attending a conference for work, I decided I'd earned a nice meal.",2
6882,We also ordered some nigiri and a couple of rolls.,2
6883,Had reservations and was seated right away but had to wait 30 mins just for drinks and over hr for food.,2
6884,She ended up comping a drink but that did not nearly cover the almost $40 difference between the bottle we ordered and the bottle we received.,2
6885,The Buffet at Bellagio was far from what I anticipated.,0
6886,"The rolls were sloppily put together, small, plus they only gave you eight rolls considering the average price was about $17.",2
6887,First - the service was really excellent.,2
6888,The ranch tasted watered down also.,2
6889,"It says on the menu ""cheeseburger"" but it's a double cheeseburger.",2
6890,"We are ""regulars"" there and are never disappointed!",2
6891,"And the drinks are WEAK, people!",0
6892,"It had a sign that said ""Shy Guy"".",2
6893,* Perhaps it's better on different night.,2
6894,I came as part of a large group for a celebration.,2
6895,-My order was not correct.,0
6896,"Ordered veal parm, got chicken.",2
6897,"If I did return to the Marriott for a meal, it would be for the brunch buffet at Blue Sage instead.",2
6898,"Both came with plantains, rice & beans and steamed cabbage.",2
6899,"Don't get me wrong, they're good, but you really don't get an idea of what alligator tastes like based on this.",2
6900,we started with the frog legs and lobster egg rolls.,2
6901,The server quickly arrived to take my drink order while handing me the menu.,2
6902,"Also, I feel like the chips are bought, not made in house.",0
6903,The bread tasted old and came out of a plastic bag.,2
6904,Solid brunch place!,2
6905,The bar downstairs is okay.,2
6906,After the disappointing dinner we went elsewhere for dessert.,0
6907,Simply amazing taco salads and smothered burritos.,2
6908,You offer sweet potato fries?,2
6909,she had to come get you 3 times!!!,2
6910,"I love the innovative use of the storage container to house an entire restaurant, it is a way to ""upcycle"" or use something old in an innovative way.",2
6911,"They advertise on their to-go menu, ""IT'S THE BEST, HEALTHY, ALWAYS FRESH!"".",2
6912,"Ok, it really doesn't extend out that far... but it sure does seem like it.",2
6913,Daughter's steak was apparently chewy.,2
6914,The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,1
6915,We won't be returning.,0
6916,i know where sushi roku is located (arizona) for those who forget.,2
6917,Yet every other table had a regular glass with ice water.,2
6918,This is my new fav Vegas buffet spot.,1
6919,The place is pretty tiny but there was no wait for lunch on a Sunday.,2
6920,"I second the hit-and-miss service--we had to ask for more water, and for our check.",2
6921,I am in love!,2
6922,On the way out one of the servers suggested if we love the beef roll to get the pork pockets next time.,2
6923,You'd be better off going to Hometown Buffet.,2
6924,I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,0
6925,Can't wait to return!,2
6926,3 dishes?).,2
6927,No mention of beer style or hops... just darkness.,2
6928,They have some of the best pizza I've had.,2
6929,I wish my server offered me some of the other things that I was seeing.,2
6930,My overall experience is DEFINITELY 5 stars and I'd go back any time.,2
6931,I cannot believe the following message that I received from the owner of this place.,2
6932,My verdict?,2
6933,But this didn't happen while I was there.,2
6934,"Got a small thin crust margherita, and a works deep dish with an order of jalapeno poppers...honestly, all a disappointment.",2
6935,"If you just need a quick lunch it's probably okay to go here, but NEVER go here at 3pm-4pm.",2
6936,Asked if someone out sick?,2
6937,(~$13 for lunch - 2 sliders and super fries) They add $2 if you order the Mystery Burger as one of your burgers in the 2/$5 deal.,2
6938,We got there perfect timing.,2
6939,The flavors are so fresh and work well.,2
6940,The two other people that I were with ordered a meatball sandwich.,2
6941,Chicken & Waffles (****-Kathy's rating... she's pretty easy.,2
6942,Don't go if your hungry.,2
6943,"Very, very sad.",0
6944,The apple & beet salad was yummy!,2
6945,This was a surprise birthday party for a dear old friend.,2
6946,"We had the crab lettuce wraps, shrimp satay & mushrooms/brussel sprouts for appetizers.",2
6947,My southwestern burger was too gooey with cheese and green chile and pork rinds(!),2
6948,Stopped in for a few appetizers and had a nice time.,2
6949,At $8 it's a good deal because your eating rib eye that is filled with plenty of flavor.,2
6950,Service was average.,2
6951,Pomo occupies the space formerly used by Thai Thai.,2
6952,"i felt insulted and disrespected, how could you talk and judge another human being like that?",0
6953,(place was packed).,2
6954,Pesce: MEDITERRANEAN BRANZINO- You can never go wrong with this fish.,2
6955,Definitely no need syrup for these bad boys.,2
6956,It's nice lil spot for people watching and you'll see a lot ;- /,2
6957,"It seemed, ""like-pretty good"".",2
6958,Overall if the food was cooked better the way we wanted it I would rate it higher.,2
6959,"A co worker was in town and he was try to fine a reasonable steak house ""Bulls Eye"".",2
6960,"The waiter suggested a mimosa, and the meal was on.",2
6961,"She was a very nice, slightly older woman.",2
6962,"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",0
6963,"The service staff are primarily young people and, as some have said, maybe a little bit rough, but I notice it getting better all the time.",2
6964,C'mon when your eatin good italian food you want the passion that belongs with the Italian spirit I know the owners have.,2
6965,They have always strived to make the dining experience shine.,2
6966,I'm not impressed with the concept or the food.,0
6967,By the way the zucchini fries were awesome.,2
6968,The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,0
6969,"Wouldn't go out of my way to eat here, but it'll do in a pinch.",2
6970,"That said, this chain is consistently good.",2
6971,"To start with there is salad, veg fritters and chaat (north indian snack).",2
6972,"We've been coming here for 2 years, for breakfast and lunch.",2
6973,Red Devil is fantastic.,2
6974,"There is really nothing for me at postinos, hope your experience is better",0
6975,"And whatever they do to their broth, it has a much richer flavor, much similar in the sense that the right broth makes miso soup or ramen excellent.",2
6976,"Try their excellent appetizers, the antipasto salad, the shrimp scampi and the grilled chicken linguine.",2
6977,What deserves 1-2 stars: - Service from waitstaff.,2
6978,What this means is that innocent people were unwittingly eating low sodium soy sauce.,2
6979,Might be a bit much for a party of two.,2
6980,"Anywho, the wings were cheap, $6.50 a dozen with carrots and ranch.",2
6981,"I also had Shrimp Shumai, which was very doughy.",2
6982,No value here.,2
6983,"this time she didn't get ""too"" picky.",2
6984,"The Bobbi, nothing special, just a little underwhelming for a cold sandwich.",2
6985,Got home and my son bites into an egg roll and it's cold.,2
6986,I'd love to see Peoria as the home to more restaurant debuts like this!,2
6987,"BUT, it did have a nice outdoor patio looking out on the strip and the Bellagio fountains.",2
6988,I got food poisoning here at the buffet.,0
6989,They brought a fresh batch of fries and I was thinking yay something warm but no!,0
6990,Their pizza is alright and cheap but we won't be ordering it when we're in town again due to the bad service.,2
6991,We ordered from Joey's instead -- 4 pies and an order of garlic balls.,2
6992,"It's family owned, and has been running successfully for 30 years now!",2
6993,"That being said, the food makes up for it.",2
6994,I'll definitely be back if I'm in the area!,2
6995,Our meals were delicious and made up for the not so good appetizer.,2
6996,Service here is quick and they speak a multitude of languages.,2
6997,"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0
6998,"Needless to say, I won't be going back anytime soon.",0
6999,I had read the reviews about Maggiano's catering to their gluten free patrons and looked forward to our visit.,2
7000,This place is disgusting!,0
